id,date,store_nbr,family,sales,onpromotion,city,state,type_x,cluster,transactions,dcoilwtico,type_y,locale,locale_name,description,transferred,year,month,day,dayofweek,is_weekend
718774,2014-02-09,27,BABY CARE,0.0,0,Daule,Guayas,D,1,1699.0,99.98,,,,,,2014,2,9,6,True
2715002,2017-03-08,37,PET SUPPLIES,12.0,1,Cuenca,Azuay,D,2,1570.0,49.83,,,,,,2017,3,8,2,False
1433429,2015-03-18,29,DAIRY,0.0,0,Guayaquil,Guayas,E,10,0.0,44.63,,,,,,2015,3,18,2,False
1131336,2014-09-28,51,PRODUCE,5810.399,0,Guayaquil,Guayas,A,17,1631.0,95.55,Holiday,Local,Ibarra,Fundacion de Ibarra,False,2014,9,28,6,True
1099188,2014-09-10,5,MEATS,311.803,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1496.0,91.71,,,,,,2014,9,10,2,False
1676776,2015-08-01,7,GROCERY II,27.0,0,Quito,Pichincha,D,8,1811.0,47.11,,,,,,2015,8,1,5,True
2614726,2017-01-11,24,BOOKS,1.0,0,Guayaquil,Guayas,D,1,2215.0,52.19,,,,,,2017,1,11,2,False
525336,2013-10-22,49,DELI,202.167,0,Quito,Pichincha,A,11,1821.0,97.63,,,,,,2013,10,22,1,False
2009037,2016-02-05,29,PRODUCE,771.348,0,Guayaquil,Guayas,E,10,1010.0,30.86,,,,,,2016,2,5,4,False
1899471,2015-12-04,54,MEATS,45.711,0,El Carmen,Manabi,C,3,761.0,40.0,,,,,,2015,12,4,4,False
727016,2014-02-13,8,PET SUPPLIES,0.0,0,Quito,Pichincha,D,8,3075.0,100.27,,,,,,2014,2,13,3,False
6991,2013-01-04,54,POULTRY,26.743,0,El Carmen,Manabi,C,3,794.0,93.12,,,,,,2013,1,4,4,False
219573,2013-05-04,2,MEATS,615.945,0,Quito,Pichincha,D,13,2127.0,95.25,,,,,,2013,5,4,5,True
479809,2013-09-27,21,"LIQUOR,WINE,BEER",0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0.0,102.86,,,,,,2013,9,27,4,False
1559209,2015-05-27,8,PERSONAL CARE,274.0,3,Quito,Pichincha,D,8,2730.0,57.51,,,,,,2015,5,27,2,False
1847847,2015-11-05,7,GROCERY I,4260.0,19,Quito,Pichincha,D,8,1763.0,45.27,,,,,,2015,11,5,3,False
80178,2013-02-14,9,LINGERIE,12.0,0,Quito,Pichincha,B,6,2334.0,97.3,,,,,,2013,2,14,3,False
1702659,2015-08-16,32,MEATS,78.81,0,Guayaquil,Guayas,C,3,753.0,42.45,,,,,,2015,8,16,6,True
2757445,2017-04-01,28,SCHOOL AND OFFICE SUPPLIES,205.0,7,Guayaquil,Guayas,E,10,1629.0,50.54,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,2017,4,1,5,True
2082816,2016-03-17,49,LINGERIE,6.0,0,Quito,Pichincha,A,11,2505.0,40.17,,,,,,2016,3,17,3,False
563483,2013-11-13,2,DAIRY,569.0,0,Quito,Pichincha,D,13,1823.0,93.91,,,,,,2013,11,13,2,False
710412,2014-02-04,41,LINGERIE,8.0,0,Machala,El Oro,D,4,865.0,97.24,,,,,,2014,2,4,1,False
960532,2014-06-25,10,BABY CARE,0.0,0,Quito,Pichincha,C,15,936.0,107.04,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,2014,6,25,2,False
558433,2013-11-10,28,CLEANING,1137.0,0,Guayaquil,Guayas,E,10,1501.0,94.56,Holiday,Local,Guaranda,Independencia de Guaranda,False,2013,11,10,6,True
976059,2014-07-03,45,HOME CARE,565.0,1,Quito,Pichincha,A,11,3470.0,104.76,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,2014,7,3,3,False
551847,2013-11-06,42,LINGERIE,0.0,0,Cuenca,Azuay,D,2,0.0,94.74,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,2013,11,6,2,False
2051523,2016-02-29,21,GROCERY I,3625.579,57,Santo Domingo,Santo Domingo de los Tsachilas,B,6,932.0,32.74,,,,,,2016,2,29,0,False
1764589,2015-09-20,20,GROCERY II,12.0,0,Quito,Pichincha,B,6,2005.0,44.71,,,,,,2015,9,20,6,True
1862316,2015-11-14,12,PLAYERS AND ELECTRONICS,4.0,0,Latacunga,Cotopaxi,C,15,1187.0,40.69,,,,,,2015,11,14,5,True
1304417,2015-01-04,9,PET SUPPLIES,0.0,0,Quito,Pichincha,B,6,2481.0,52.72,,,,,,2015,1,4,6,True
255037,2013-05-24,15,GROCERY II,22.0,0,Ibarra,Imbabura,C,15,1193.0,93.84,Holiday,National,Ecuador,Batalla de Pichincha,False,2013,5,24,4,False
778371,2014-03-14,49,AUTOMOTIVE,8.0,0,Quito,Pichincha,A,11,2325.0,99.23,,,,,,2014,3,14,4,False
1709967,2015-08-20,38,CELEBRATION,18.0,2,Loja,Loja,D,4,1554.0,41.0,,,,,,2015,8,20,3,False
1048915,2014-08-13,4,EGGS,179.0,1,Quito,Pichincha,D,9,1502.0,97.57,,,,,,2014,8,13,2,False
1449295,2015-03-27,24,BABY CARE,0.0,0,Guayaquil,Guayas,D,1,2437.0,48.83,,,,,,2015,3,27,4,False
2436572,2016-10-02,25,HOME APPLIANCES,0.0,0,Salinas,Santa Elena,D,1,0.0,47.72,,,,,,2016,10,2,6,True
2039125,2016-02-22,23,"LIQUOR,WINE,BEER",35.0,0,Ambato,Tungurahua,D,9,990.0,31.37,,,,,,2016,2,22,0,False
875319,2014-05-08,19,PLAYERS AND ELECTRONICS,0.0,0,Guaranda,Bolivar,C,15,1093.0,100.52,,,,,,2014,5,8,3,False
871346,2014-05-05,8,HARDWARE,0.0,0,Quito,Pichincha,D,8,2732.0,99.74,,,,,,2014,5,5,0,False
1071988,2014-08-26,37,HOME AND KITCHEN II,0.0,0,Cuenca,Azuay,D,2,1416.0,95.78,,,,,,2014,8,26,1,False
2457893,2016-10-14,23,LAWN AND GARDEN,0.0,0,Ambato,Tungurahua,D,9,1080.0,50.35,,,,,,2016,10,14,4,False
2386198,2016-09-04,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,15,1315.0,44.39,,,,,,2016,9,4,6,True
1301928,2015-01-03,39,GROCERY I,4075.706,9,Cuenca,Azuay,B,6,1577.0,52.72,,,,,,2015,1,3,5,True
1371613,2015-02-11,44,BABY CARE,0.0,0,Quito,Pichincha,A,5,4176.0,48.8,,,,,,2015,2,11,2,False
2242456,2016-06-15,29,CLEANING,1007.0,28,Guayaquil,Guayas,E,10,1089.0,47.92,,,,,,2016,6,15,2,False
770505,2014-03-10,28,LINGERIE,8.0,0,Guayaquil,Guayas,E,10,997.0,101.39,,,,,,2014,3,10,0,False
778724,2014-03-14,9,MAGAZINES,1.0,0,Quito,Pichincha,B,6,1777.0,99.23,,,,,,2014,3,14,4,False
2851384,2017-05-24,14,LADIESWEAR,2.0,0,Riobamba,Chimborazo,C,7,1265.0,50.99,Holiday,National,Ecuador,Batalla de Pichincha,True,2017,5,24,2,False
109841,2013-03-03,40,HOME APPLIANCES,0.0,0,Machala,El Oro,C,3,1001.0,90.71,,,,,,2013,3,3,6,True
1005010,2014-07-19,8,POULTRY,697.212,1,Quito,Pichincha,D,8,2786.0,103.83,,,,,,2014,7,19,5,True
413225,2013-08-20,52,SEAFOOD,0.0,0,Manta,Manabi,A,11,0.0,104.9,,,,,,2013,8,20,1,False
77360,2013-02-13,3,DAIRY,1051.0,0,Quito,Pichincha,D,8,2911.0,97.03,,,,,,2013,2,13,2,False
851934,2014-04-25,13,CELEBRATION,0.0,0,Latacunga,Cotopaxi,C,15,869.0,100.85,,,,,,2014,4,25,4,False
1052418,2014-08-15,38,HOME AND KITCHEN I,0.0,0,Loja,Loja,D,4,1712.0,97.3,Holiday,Local,Riobamba,Fundacion de Riobamba,False,2014,8,15,4,False
957107,2014-06-23,14,DAIRY,413.0,0,Riobamba,Chimborazo,C,7,1528.0,106.83,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,2014,6,23,0,False
501017,2013-10-09,17,FROZEN FOODS,13.0,0,Quito,Pichincha,C,12,1075.0,101.63,Holiday,National,Ecuador,Independencia de Guayaquil,True,2013,10,9,2,False
2854123,2017-05-25,40,LADIESWEAR,0.0,0,Machala,El Oro,C,3,1175.0,48.57,,,,,,2017,5,25,3,False
2002795,2016-02-01,53,PERSONAL CARE,290.0,0,Manta,Manabi,D,13,825.0,31.62,,,,,,2016,2,1,0,False
2824595,2017-05-09,12,PET SUPPLIES,0.0,0,Latacunga,Cotopaxi,C,15,1159.0,45.84,,,,,,2017,5,9,1,False
123627,2013-03-11,28,DELI,180.096,0,Guayaquil,Guayas,E,10,866.0,92.07,,,,,,2013,3,11,0,False
2330226,2016-08-03,40,PRODUCE,975.981,3,Machala,El Oro,C,3,1419.0,40.8,,,,,,2016,8,3,2,False
2912645,2017-06-27,32,SEAFOOD,0.0,0,Guayaquil,Guayas,C,3,552.0,44.25,,,,,,2017,6,27,1,False
1342663,2015-01-26,31,PERSONAL CARE,215.0,0,Babahoyo,Los Rios,B,10,1289.0,44.8,,,,,,2015,1,26,0,False
34677,2013-01-20,31,PLAYERS AND ELECTRONICS,0.0,0,Babahoyo,Los Rios,B,10,1389.0,95.61,,,,,,2013,1,20,6,True
376392,2013-07-31,2,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,D,13,1930.0,105.1,,,,,,2013,7,31,2,False
482728,2013-09-28,53,BOOKS,0.0,0,Manta,Manabi,D,13,0.0,102.86,Holiday,Local,Ibarra,Fundacion de Ibarra,False,2013,9,28,5,True
2728235,2017-03-15,9,PET SUPPLIES,8.0,0,Quito,Pichincha,B,6,1975.0,48.34,,,,,,2017,3,15,2,False
961531,2014-06-25,38,EGGS,119.0,0,Loja,Loja,D,4,1569.0,107.04,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,2014,6,25,2,False
1055550,2014-08-17,26,GROCERY I,2225.0,11,Guayaquil,Guayas,D,10,741.0,97.3,,,,,,2014,8,17,6,True
1824954,2015-10-24,14,LINGERIE,3.0,0,Riobamba,Chimborazo,C,7,1626.0,43.91,,,,,,2015,10,24,5,True
2099565,2016-03-27,2,CELEBRATION,19.0,0,Quito,Pichincha,D,13,1759.0,38.14,,,,,,2016,3,27,6,True
1557212,2015-05-26,51,DAIRY,1139.0,2,Guayaquil,Guayas,A,17,1420.0,57.29,,,,,,2015,5,26,1,False
2039213,2016-02-22,26,FROZEN FOODS,30.085,1,Guayaquil,Guayas,D,10,455.0,31.37,,,,,,2016,2,22,0,False
2459176,2016-10-15,1,HOME AND KITCHEN II,46.0,1,Quito,Pichincha,D,13,1263.0,50.35,,,,,,2016,10,15,5,True
1363070,2015-02-06,54,BREAD/BAKERY,204.0,0,El Carmen,Manabi,C,3,753.0,51.66,,,,,,2015,2,6,4,False
1544622,2015-05-19,48,MEATS,906.206,2,Quito,Pichincha,A,14,2537.0,57.3,,,,,,2015,5,19,1,False
629902,2013-12-20,32,SCHOOL AND OFFICE SUPPLIES,0.0,0,Guayaquil,Guayas,C,3,759.0,99.11,,,,,,2013,12,20,4,False
497573,2013-10-07,2,SEAFOOD,18.282,0,Quito,Pichincha,D,13,1797.0,103.07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,2013,10,7,0,False
2303911,2016-07-19,52,HOME AND KITCHEN II,0.0,0,Manta,Manabi,A,11,0.0,44.64,,,,,,2016,7,19,1,False
269587,2013-06-01,23,EGGS,76.0,0,Ambato,Tungurahua,D,9,1287.0,91.93,,,,,,2013,6,1,5,True
1130741,2014-09-28,35,PREPARED FOODS,19.0,0,Playas,Guayas,C,3,636.0,95.55,Holiday,Local,Ibarra,Fundacion de Ibarra,False,2014,9,28,6,True
890238,2014-05-16,37,PRODUCE,10.0,0,Cuenca,Azuay,D,2,1677.0,102.31,,,,,,2014,5,16,4,False
2295047,2016-07-14,53,PREPARED FOODS,114.186,0,Manta,Manabi,D,13,1161.0,45.64,,,,,,2016,7,14,3,False
397004,2013-08-11,48,HARDWARE,1.0,0,Quito,Pichincha,A,14,3871.0,106.04,,,,,,2013,8,11,6,True
1772563,2015-09-24,44,BABY CARE,0.0,0,Quito,Pichincha,A,5,3627.0,44.94,,,,,,2015,9,24,3,False
2742982,2017-03-24,22,"LIQUOR,WINE,BEER",34.0,2,Puyo,Pastaza,C,7,672.0,47.3,,,,,,2017,3,24,4,False
806936,2014-03-30,5,LAWN AND GARDEN,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1446.0,101.73,,,,,,2014,3,30,6,True
1372179,2015-02-12,10,CELEBRATION,0.0,0,Quito,Pichincha,C,15,916.0,51.17,,,,,,2015,2,12,3,False
2262572,2016-06-26,42,PET SUPPLIES,7.0,1,Cuenca,Azuay,D,2,1229.0,46.7,,,,,,2016,6,26,6,True
1686276,2015-08-07,23,DELI,133.684,48,Ambato,Tungurahua,D,9,1053.0,43.87,,,,,,2015,8,7,4,False
2552247,2016-12-06,20,PLAYERS AND ELECTRONICS,5.0,0,Quito,Pichincha,B,6,1974.0,50.95,Holiday,Local,Quito,Fundacion de Quito,False,2016,12,6,1,False
1667015,2015-07-27,32,LAWN AND GARDEN,0.0,0,Guayaquil,Guayas,C,3,622.0,47.17,,,,,,2015,7,27,0,False
1060119,2014-08-19,53,PLAYERS AND ELECTRONICS,0.0,0,Manta,Manabi,D,13,648.0,94.35,,,,,,2014,8,19,1,False
491197,2013-10-03,40,PERSONAL CARE,148.0,0,Machala,El Oro,C,3,1050.0,103.29,,,,,,2013,10,3,3,False
1411237,2015-03-05,6,PERSONAL CARE,331.0,0,Quito,Pichincha,D,13,1608.0,50.76,,,,,,2015,3,5,3,False
77162,2013-02-13,24,DAIRY,760.0,0,Guayaquil,Guayas,D,1,2787.0,97.03,,,,,,2013,2,13,2,False
1591051,2015-06-14,50,"LIQUOR,WINE,BEER",0.0,0,Ambato,Tungurahua,A,14,3246.0,59.96,,,,,,2015,6,14,6,True
1998189,2016-01-30,25,CELEBRATION,8.0,0,Salinas,Santa Elena,D,1,1266.0,33.66,,,,,,2016,1,30,5,True
221326,2013-05-05,19,POULTRY,72.379,0,Guaranda,Bolivar,C,15,1312.0,95.25,,,,,,2013,5,5,6,True
1485951,2015-04-16,51,PLAYERS AND ELECTRONICS,0.0,0,Guayaquil,Guayas,A,17,1431.0,56.69,,,,,,2015,4,16,3,False
1553882,2015-05-24,9,FROZEN FOODS,146.0,0,Quito,Pichincha,B,6,2294.0,58.88,Holiday,National,Ecuador,Batalla de Pichincha,False,2015,5,24,6,True
1684290,2015-08-06,18,BEVERAGES,1459.0,0,Quito,Pichincha,B,16,1219.0,44.69,,,,,,2015,8,6,3,False
2509987,2016-11-12,35,CLEANING,441.0,20,Playas,Guayas,C,3,633.0,43.39,Work Day,National,Ecuador,Recupero Puente Dia de Difuntos,False,2016,11,12,5,True
83969,2013-02-17,15,HOME APPLIANCES,0.0,0,Ibarra,Imbabura,C,15,1129.0,95.95,,,,,,2013,2,17,6,True
2065597,2016-03-08,16,POULTRY,84.284,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,787.0,36.67,,,,,,2016,3,8,1,False
2484385,2016-10-29,17,GROCERY II,17.0,0,Quito,Pichincha,C,12,1679.0,48.72,,,,,,2016,10,29,5,True
225028,2013-05-07,23,BABY CARE,0.0,0,Ambato,Tungurahua,D,9,1114.0,95.28,,,,,,2013,5,7,1,False
2167307,2016-05-04,2,SEAFOOD,31.379,0,Quito,Pichincha,D,13,2046.0,43.77,Event,National,Ecuador,Terremoto Manabi+18,False,2016,5,4,2,False
2048691,2016-02-27,41,HOME CARE,180.0,0,Machala,El Oro,D,4,1067.0,31.65,,,,,,2016,2,27,5,True
528425,2013-10-24,35,PREPARED FOODS,21.0,0,Playas,Guayas,C,3,541.0,96.65,,,,,,2013,10,24,3,False
2988142,2017-08-08,50,PERSONAL CARE,513.0,11,Ambato,Tungurahua,A,14,2545.0,49.07,,,,,,2017,8,8,1,False
2146663,2016-04-22,40,GROCERY II,3.0,0,Machala,El Oro,C,3,1501.0,42.76,Event,National,Ecuador,Terremoto Manabi+6,False,2016,4,22,4,False
962116,2014-06-25,54,BABY CARE,0.0,0,El Carmen,Manabi,C,3,649.0,107.04,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,2014,6,25,2,False
2297746,2016-07-16,3,"LIQUOR,WINE,BEER",402.0,0,Quito,Pichincha,D,8,3506.0,45.93,,,,,,2016,7,16,5,True
2663357,2017-02-07,38,PET SUPPLIES,6.0,0,Loja,Loja,D,4,1304.0,52.19,,,,,,2017,2,7,1,False
2801520,2017-04-26,15,HOME CARE,228.0,19,Ibarra,Imbabura,C,15,1388.0,49.22,,,,,,2017,4,26,2,False
1416829,2015-03-09,13,CLEANING,911.0,0,Latacunga,Cotopaxi,C,15,1012.0,49.95,,,,,,2015,3,9,0,False
1738054,2015-09-05,26,EGGS,47.0,0,Guayaquil,Guayas,D,10,586.0,46.02,,,,,,2015,9,5,5,True
220644,2013-05-04,5,CELEBRATION,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1709.0,95.25,,,,,,2013,5,4,5,True
1476824,2015-04-11,46,DAIRY,2007.0,1,Quito,Pichincha,A,14,4683.0,51.63,,,,,,2015,4,11,5,True
2871081,2017-06-04,17,HOME AND KITCHEN I,51.0,6,Quito,Pichincha,C,12,1874.0,47.68,,,,,,2017,6,4,6,True
1706548,2015-08-18,41,LADIESWEAR,5.0,0,Machala,El Oro,D,4,976.0,42.58,,,,,,2015,8,18,1,False
979560,2014-07-05,43,LINGERIE,3.0,0,Esmeraldas,Esmeraldas,E,10,1535.0,104.76,Event,National,Ecuador,Mundial de futbol Brasil: Cuartos de Final,False,2014,7,5,5,True
2446996,2016-10-08,18,GROCERY II,0.0,0,Quito,Pichincha,B,16,0.0,49.76,,,,,,2016,10,8,5,True
2373184,2016-08-27,46,"LIQUOR,WINE,BEER",129.0,0,Quito,Pichincha,A,14,3631.0,47.64,,,,,,2016,8,27,5,True
2635447,2017-01-22,6,BABY CARE,0.0,0,Quito,Pichincha,D,13,2187.0,52.33,,,,,,2017,1,22,6,True
363247,2013-07-23,50,HOME AND KITCHEN II,0.0,0,Ambato,Tungurahua,A,14,2348.0,107.13,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,2013,7,23,1,False
826575,2014-04-10,50,MEATS,510.86902,0,Ambato,Tungurahua,A,14,2376.0,103.37,,,,,,2014,4,10,3,False
2189921,2016-05-16,54,DAIRY,287.0,61,El Carmen,Manabi,C,3,755.0,47.72,Event,National,Ecuador,Terremoto Manabi+30,False,2016,5,16,0,False
136583,2013-03-18,40,PREPARED FOODS,34.0,0,Machala,El Oro,C,3,1282.0,93.71,,,,,,2013,3,18,0,False
1899522,2015-12-04,7,DELI,194.038,49,Quito,Pichincha,D,8,2154.0,40.0,,,,,,2015,12,4,4,False
1872396,2015-11-19,45,DELI,377.781,1,Quito,Pichincha,A,11,2861.0,40.55,,,,,,2015,11,19,3,False
906518,2014-05-25,44,DAIRY,3844.0,0,Quito,Pichincha,A,5,5182.0,105.01,,,,,,2014,5,25,6,True
884108,2014-05-13,16,BREAD/BAKERY,173.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,909.0,102.01,,,,,,2014,5,13,1,False
263602,2013-05-28,54,SCHOOL AND OFFICE SUPPLIES,0.0,0,El Carmen,Manabi,C,3,854.0,94.65,,,,,,2013,5,28,1,False
1324916,2015-01-16,33,SEAFOOD,0.0,0,Quevedo,Los Rios,C,3,946.0,48.49,,,,,,2015,1,16,4,False
2456027,2016-10-13,21,BEAUTY,4.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,775.0,50.47,,,,,,2016,10,13,3,False
392737,2013-08-09,29,BOOKS,0.0,0,Guayaquil,Guayas,E,10,0.0,106.04,,,,,,2013,8,9,4,False
172707,2013-04-07,54,HOME CARE,0.0,0,El Carmen,Manabi,C,3,1190.0,92.76,,,,,,2013,4,7,6,True
2597654,2017-01-01,44,PET SUPPLIES,0.0,0,Quito,Pichincha,A,5,0.0,53.75,Holiday,National,Ecuador,Primer dia del ano,True,2017,1,1,6,True
2802636,2017-04-26,46,GROCERY I,7341.0,117,Quito,Pichincha,A,14,2945.0,49.22,,,,,,2017,4,26,2,False
335394,2013-07-08,2,HOME AND KITCHEN I,0.0,0,Quito,Pichincha,D,13,1824.0,103.03,,,,,,2013,7,8,0,False
801053,2014-03-27,35,FROZEN FOODS,31.0,0,Playas,Guayas,C,3,627.0,101.25,,,,,,2014,3,27,3,False
1555444,2015-05-25,51,"LIQUOR,WINE,BEER",76.0,0,Guayaquil,Guayas,A,17,1687.0,58.88,,,,,,2015,5,25,0,False
583828,2013-11-24,4,PERSONAL CARE,337.0,0,Quito,Pichincha,D,9,1675.0,94.53,,,,,,2013,11,24,6,True
1372847,2015-02-12,29,HARDWARE,0.0,0,Guayaquil,Guayas,E,10,0.0,51.17,,,,,,2015,2,12,3,False
1009368,2014-07-22,3,PRODUCE,6447.034,0,Quito,Pichincha,D,8,2823.0,104.59,,,,,,2014,7,22,1,False
1950982,2016-01-03,5,"LIQUOR,WINE,BEER",0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0.0,37.13,,,,,,2016,1,3,6,True
420603,2013-08-25,10,HOME CARE,0.0,0,Quito,Pichincha,C,15,1012.0,106.48,,,,,,2013,8,25,6,True
279512,2013-06-06,51,BEAUTY,4.0,0,Guayaquil,Guayas,A,17,1501.0,94.71,,,,,,2013,6,6,3,False
314627,2013-06-26,37,BREAD/BAKERY,407.333,0,Cuenca,Azuay,D,2,1482.0,95.47,,,,,,2013,6,26,2,False
2131654,2016-04-14,2,LADIESWEAR,20.0,0,Quito,Pichincha,D,13,1637.0,41.45,Holiday,Local,Libertad,Cantonizacion de Libertad,False,2016,4,14,3,False
2398945,2016-09-11,2,EGGS,219.0,0,Quito,Pichincha,D,13,1975.0,45.88,,,,,,2016,9,11,6,True
413898,2013-08-21,22,GROCERY I,0.0,0,Puyo,Pastaza,C,7,0.0,103.93,,,,,,2013,8,21,2,False
383313,2013-08-04,14,HOME CARE,0.0,0,Riobamba,Chimborazo,C,7,1042.0,106.94,,,,,,2013,8,4,6,True
73357,2013-02-11,17,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,C,12,1181.0,97.01,Holiday,National,Ecuador,Carnaval,False,2013,2,11,0,False
1491155,2015-04-19,48,HOME APPLIANCES,1.0,0,Quito,Pichincha,A,14,4501.0,55.71,,,,,,2015,4,19,6,True
1664734,2015-07-26,19,HOME AND KITCHEN II,8.0,0,Guaranda,Bolivar,C,15,1172.0,47.98,,,,,,2015,7,26,6,True
1097812,2014-09-10,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,15,1254.0,91.71,,,,,,2014,9,10,2,False
2236900,2016-06-12,22,POULTRY,110.723,4,Puyo,Pastaza,C,7,699.0,49.09,,,,,,2016,6,12,6,True
286811,2013-06-10,7,DAIRY,852.0,0,Quito,Pichincha,D,8,1813.0,95.82,,,,,,2013,6,10,0,False
2448024,2016-10-08,46,HOME CARE,945.0,11,Quito,Pichincha,A,14,4211.0,49.76,,,,,,2016,10,8,5,True
2302968,2016-07-19,26,PRODUCE,437.698,0,Guayaquil,Guayas,D,10,457.0,44.64,,,,,,2016,7,19,1,False
2207443,2016-05-26,46,CLEANING,1412.0,13,Quito,Pichincha,A,14,2588.0,49.0,,,,,,2016,5,26,3,False
1179225,2014-10-25,46,BEVERAGES,8356.0,3,Quito,Pichincha,A,14,4662.0,81.27,,,,,,2014,10,25,5,True
2836512,2017-05-15,46,PRODUCE,2684.584,8,Quito,Pichincha,A,14,3171.0,48.86,,,,,,2017,5,15,0,False
450219,2013-09-10,41,AUTOMOTIVE,5.0,0,Machala,El Oro,D,4,829.0,107.48,,,,,,2013,9,10,1,False
2932796,2017-07-08,48,LAWN AND GARDEN,17.0,0,Quito,Pichincha,A,14,3620.0,44.25,,,,,,2017,7,8,5,True
2231735,2016-06-09,28,FROZEN FOODS,81.645996,2,Guayaquil,Guayas,E,10,1019.0,50.52,,,,,,2016,6,9,3,False
942322,2014-06-14,49,CLEANING,2056.0,0,Quito,Pichincha,A,11,3987.0,107.49,,,,,,2014,6,14,5,True
1768071,2015-09-22,18,PRODUCE,2375.734,130,Quito,Pichincha,B,16,1433.0,46.17,,,,,,2015,9,22,1,False
1800522,2015-10-10,29,DELI,215.748,0,Guayaquil,Guayas,E,10,944.0,49.67,,,,,,2015,10,10,5,True
2190477,2016-05-17,20,BEVERAGES,2109.0,15,Quito,Pichincha,B,6,1288.0,48.29,,,,,,2016,5,17,1,False
502743,2013-10-10,15,LINGERIE,5.0,0,Ibarra,Imbabura,C,15,1249.0,103.08,,,,,,2013,10,10,3,False
460229,2013-09-16,22,FROZEN FOODS,0.0,0,Puyo,Pastaza,C,7,0.0,106.54,,,,,,2013,9,16,0,False
2976171,2017-08-02,16,AUTOMOTIVE,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,729.0,49.6,,,,,,2017,8,2,2,False
2914854,2017-06-28,44,PRODUCE,12995.511,236,Quito,Pichincha,A,5,4139.0,44.74,,,,,,2017,6,28,2,False
2650218,2017-01-31,2,LINGERIE,4.0,0,Quito,Pichincha,D,13,1817.0,52.75,,,,,,2017,1,31,1,False
959325,2014-06-24,26,HOME AND KITCHEN I,0.0,0,Guayaquil,Guayas,D,10,520.0,106.64,,,,,,2014,6,24,1,False
1101434,2014-09-12,13,PET SUPPLIES,0.0,0,Latacunga,Cotopaxi,C,15,815.0,92.18,,,,,,2014,9,12,4,False
1090040,2014-09-05,43,HOME APPLIANCES,0.0,0,Esmeraldas,Esmeraldas,E,10,1354.0,93.32,,,,,,2014,9,5,4,False
214640,2013-05-01,31,DAIRY,314.0,0,Babahoyo,Los Rios,B,10,1380.0,90.74,Holiday,National,Ecuador,Dia del Trabajo,False,2013,5,1,2,False
30635,2013-01-18,19,FROZEN FOODS,14.0,0,Guaranda,Bolivar,C,15,923.0,95.61,,,,,,2013,1,18,4,False
1375227,2015-02-13,45,HOME CARE,0.0,0,Quito,Pichincha,A,11,4086.0,52.66,,,,,,2015,2,13,4,False
1927324,2015-12-20,36,PERSONAL CARE,382.0,0,Libertad,Guayas,E,10,1340.0,34.72,,,,,,2015,12,20,6,True
431393,2013-08-31,13,HOME APPLIANCES,0.0,0,Latacunga,Cotopaxi,C,15,1177.0,107.98,,,,,,2013,8,31,5,True
1454036,2015-03-29,7,MAGAZINES,0.0,0,Quito,Pichincha,D,8,1394.0,48.83,,,,,,2015,3,29,6,True
2331953,2016-08-04,4,DAIRY,652.0,6,Quito,Pichincha,D,9,1282.0,41.92,,,,,,2016,8,4,3,False
1387415,2015-02-20,37,PREPARED FOODS,150.124,1,Cuenca,Azuay,D,2,1694.0,49.95,,,,,,2015,2,20,4,False
2053874,2016-03-01,37,LAWN AND GARDEN,12.0,0,Cuenca,Azuay,D,2,1436.0,34.39,,,,,,2016,3,1,1,False
1996625,2016-01-29,30,PET SUPPLIES,0.0,0,Guayaquil,Guayas,C,3,747.0,33.66,,,,,,2016,1,29,4,False
2487924,2016-10-31,16,LINGERIE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,744.0,46.83,,,,,,2016,10,31,0,False
239245,2013-05-15,21,POULTRY,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0.0,93.95,,,,,,2013,5,15,2,False
1559411,2015-05-28,13,PREPARED FOODS,72.0,0,Latacunga,Cotopaxi,C,15,1028.0,57.69,,,,,,2015,5,28,3,False
